source,concept,description
SQuAD Dataset,Abhazya'yı Gürcistan'dan hangi nehir ayırıyor?,Ingur Nehri
SQuAD Dataset,Ömer Paşa nihayet 2 Aralık 1855'te neye ulaştı?,Tskhenis-dzqali
SQuAD Dataset,Rus başkenti nedir?,Saint Petersburg
SQuAD Dataset,Saint Petersburg'un yanında hangi tiyatro vardı?,Baltık
SQuAD Dataset,Baltık saldırısına hangi filo katıldı?,İngiliz-Fransız filosu
SQuAD Dataset,İngiliz-Fransız filosu Baltık saldırısına ne zaman katıldı?,Nisan 1854
SQuAD Dataset,Fransız ve İngilizler Rus Bomarsund kalesini ne zaman ele geçirdiler?,Ağustos 1855
SQuAD Dataset,Rus direnişine ne büyük fayda sağladı?,yeni icat edilen abluka mayınları
SQuAD Dataset,Camillo di Cavour'a Fransız ve İngiliz kuvvetlerine yardım etmek için asker gönderme emrini kim verdi?,Victor Emmanuel II
SQuAD Dataset,"Camillo di Cavour, Fransız ve İngiliz kuvvetlerine yardım etmek için kaç asker gönderdi?",15.000
SQuAD Dataset,Camillo di Cavour tarafından gönderilen askerlere kim emretti?,General Alfonso La Marmora
SQuAD Dataset,Paris Antlaşması nerede imzalandı?,Paris Kongresi
SQuAD Dataset,Paris Antlaşması hangi yıl imzalandı?,1856
SQuAD Dataset,Moldavya ve Wallachia'nın prensipleri daha sonra kime döndü?,Osmanlı İmparatorluğu
SQuAD Dataset,Paris Antlaşması hangi yıl düştü?,1871
SQuAD Dataset,Franco-Prusya Savaşı hangi yıllar arasında gerçekleşti?,1870-1871
SQuAD Dataset,Kırım Savaşı nedeniyle en çok kim kaybetti?,Avusturya
SQuAD Dataset,Savaştan sonra kim diplomatik olarak tecrit edildi?,Sardunya Krallığı
SQuAD Dataset,Hangi savaştan sonra Fransa iktidara geldi?,Kırım Savaşı
SQuAD Dataset,Kırım Savaşı'ndan sonra hangi imparatorluk geriledi?,Osmanlı İmparatorluğu
SQuAD Dataset,Savaşın kayda değer belgelerini kim sağlamıştır?,William Howard Russell
SQuAD Dataset,William Howard Russell belgelerine kimin fotoğrafları eşlik etti?,Roger Fenton
SQuAD Dataset,Savaştan sonra kim sert reformlar talep etti?,gazeteler
SQuAD Dataset,Hint Devrimi'nin patlak vermesi hangi yılda gerçekleşti?,1857
SQuAD Dataset,Demiryollarının taktik kullanımı ilk olarak hangi savaşta kullanıldı?,Kırım Savaşı
SQuAD Dataset,Fotoğraflanan ilk Avrupa savaşı neydi?,Kırım Savaşı
SQuAD Dataset,"""Edebiyat"" sözcüğünün Latince kökenleri nelerdir?",literatura / litteratura
SQuAD Dataset,Biçimci tanımın edebiyatı ayırdığı bir yazım örneği nedir?,gazetecilik
SQuAD Dataset,Biçimci tanımın hangi unsuru uygulamayı zorlaştırıyor?,"""sıradan dil"""
SQuAD Dataset,Şiir genellikle nesirden nesir ile ayırt edilir mi?,ayet
SQuAD Dataset,Drama bazen başka hangi unsurlarla harmanlanır?,müzik ve dans
SQuAD Dataset,Müzik veya dansı birleştiren iki tür drama nedir?,opera ve müzikal tiyatro
SQuAD Dataset,Bildiğimiz en eski drama biçimi hangi kültürün bir parçasıydı?,Yunan
SQuAD Dataset,Bir trajedi tipik olarak hangi konuyu içeriyordu?,tarihi veya mitolojik temalar
SQuAD Dataset,War Of The Worlds oyunu hangi medyaya yazıldı?,radyo
SQuAD Dataset,Dünyalar Savaşı ilk olarak hangi yıl sunuldu?,1938
SQuAD Dataset,"Edebiyat, tanımın nasıl uygulandığına bakılmaksızın, ne olarak yorumlanabilir?",yazılı kayıtlar
SQuAD Dataset,Antik dünyada klasik Çin edebiyatının dökümhanesi hangi tarihi dönemdi?,Yüz Düşünce Okulu dönemi
SQuAD Dataset,Savaş Sanatı'nı kim yazdı?,Sun Tzu
SQuAD Dataset,Homer tarafından hangi iki destansı anlatı yazıldı?,İlyada ve Odyssey
SQuAD Dataset,Hangi ortaçağ edebiyatı klasik kültürün eserlerinden etkilendi?,Roma
SQuAD Dataset,Ortaçağ'da en yaygın popülerlik hangi edebiyat türlerinden zevk aldı?,romantizm
SQuAD Dataset,Bir ortaçağ romantizminin özelliği nedir?,maceracı ve bazen büyülü bir anlatı
SQuAD Dataset,Avrupa'daki yeni edebiyat biçiminin erken bir örneği nedir?,Alman Faust kitapları
SQuAD Dataset,Romantizm eserlerinin merkezindeki karakterler arasında yaygın olan iki unsur nedir?,bireysel deneyim ve duygu
SQuAD Dataset,Doğalcılık büyük dünyayı nasıl etkiledi?,sosyal ve politik değişimi etkiledi
SQuAD Dataset,"20. yüzyıl edebiyatı, 19. yüzyılda natüralizmin nesnelliğine ne tepki gösterdi?",öznel
SQuAD Dataset,20. yüzyılda hangi edebiyat alt grubu ortaya çıktı?,Tür kurgu
SQuAD Dataset,"Bu iki yazar, edebiyat ve gazeteciliğin hangi yollarla birleşmesini sağladı ve ortaya çıktı?",güçlü öznel ifadeler
SQuAD Dataset,Hangi klasik eğitim alanı çoğunlukla akademik değerlendirme için ayrılmıştır?,Felsefe
SQuAD Dataset,Tarihin en önemli filozoflarından bazıları kimler?,"Platon, Aristoteles, Sokrates, Augustine, Descartes, Kierkegaard, Nietzsche"
SQuAD Dataset,Modern akademik felsefenin hangi yönü doğadaki teknikten daha az yazınsaldır?,mantık
SQuAD Dataset,Edebiyat okuyucuya karakterlerinin hangi alanları hakkında bilgi verir?,samimi duygusal yönler
SQuAD Dataset,"Hangi yazarın ""The English Journal"" (İngiliz Gazetesi) kitabına girişi genç yetişkin kurgu ile ilgiliydi?",D. Mitchell
SQuAD Dataset,Edebiyat okuyucularının ufuklarını nasıl genişletir?,okuyucuların maruz kalmadıkları kültürel yönlere erişmelerini sağlar
SQuAD Dataset,Bir yazarın psikolojik bir duyguyu tanımlamak için literatürde kullandığı kaldıraçlar nelerdir?,edebi
SQuAD Dataset,"""Üçüncü Kuvvet Psikoloji Teorisi"" ni kim tasarladı?",Maslow
SQuAD Dataset,"Teori, insanların merkezinde ne olduğunu belirtir?",içlerinde gerçek “benliklerini” gösteren bir doğa
SQuAD Dataset,"Bir insanın ""gerçek benliğinden"" ayrılmasına ne sebep olur?",nörolojik gelişim
SQuAD Dataset,"Hangi yazar ""bozulmamış bilinçdışı"" teorisini benimsedi?",D.H Lawrence
SQuAD Dataset,Bazı edebiyat tarihçileri olarak kabul edilen klasik tarihçiler kimlerdir?,"Herodot, Thucydides ve Procopius"
SQuAD Dataset,Hangi Babil hükümdarı resmi hukuk tabloları yarattı?,Hammurabi
SQuAD Dataset,Edebiyatta bir anlatım biçimi nedir?,birinci şahıs
SQuAD Dataset,Bir yazar neden literatürde deneysel anlatılar kullanır?,okuyucuyu şaşırtmak
SQuAD Dataset,"Hangi tür yazılarda daha tanıdık, standart bir edebi anlatı yapısı kullanılır?",geleneksel bir cinayet-gizem romanı
SQuAD Dataset,Avicenna'nın daha da geliştirdiği bir konu neydi?,ilahiyat
SQuAD Dataset,Bu İslami Altın Çağ'da başka bir filozof kimdir?,Al-Farabi
SQuAD Dataset,Avicenna'nın erişebildiği bir kütüphanenin adı nedir?,Hamadan
SQuAD Dataset,Avicenna hangi ülkede doğdu?,Özbekistan
SQuAD Dataset,Avicenna hangi Samanid hanedanının başkenti yakınlarında doğdu?,Buhara
SQuAD Dataset,Avicenna'nın annesinin adı neydi?,Setareh
SQuAD Dataset,Avicenna ne kadar zamandır felsefe okudu?,bir buçuk yıl
SQuAD Dataset,Avicenna Aristoteles'in Metafiziğini kaç kez okudu?,Kırk kez
SQuAD Dataset,"Avicenna, Aristoteles metnini anlamasına yardımcı olan kitap için ne kadar ödeme yaptı?",üç dirhem
SQuAD Dataset,Avicenna hangi yaşta felsefeden uzaklaştı?,16
SQuAD Dataset,Avicenna hangi yaşta kalifiye bir doktor oldu?,18
SQuAD Dataset,Avicenna tıbbı hangi konudan daha kolay buldu?,matematik
SQuAD Dataset,İbn Sina Hamadan'dan sonra nereye kaçmayı umuyordu?,İsfahan şehri
SQuAD Dataset,İbn Sina'nın Şifa Kitabı hangi dilde kısmen mevcuttu?,Latin
SQuAD Dataset,İbn Sina'nın Şifa Kitabının Latince'de bulunması kaç yıl sürdü?,elli
SQuAD Dataset,"Şifa Kitabı, kompozisyonundan elli yıl sonra nihayet hangi kıtada mevcuttu?",Avrupa
SQuAD Dataset,İbn Sina'nın Şifa Kitabının başlığı neydi?,Sufficientia
SQuAD Dataset,Avicenna'nın metafizik çalışmalarının kimler üzerinde etkisi oldu?,Thomas Aquinas
SQuAD Dataset,Erken dönem İslam metafiziği nedir?,İslam teolojisi
SQuAD Dataset,Varlık sorunuyla ilgili kim de soruşturma başlattı?,Farabi
SQuAD Dataset,Mahiat ne için Arapça?,öz
SQuAD Dataset,Gerekli olmayan bir şey nedir?,bir tanım
SQuAD Dataset,Gerekli olanın koptuğu şey nedir?,zaman
SQuAD Dataset,Avicenna hangi dindi?,Müslüman
SQuAD Dataset,Avicenna İslam teolojisiyle uzlaştırmak istedi?,rasyonel felsefe
SQuAD Dataset,"Avicenna, felsefe üzerine kuramlarını daha açık bir şekilde belirtmekten korkuyordu?",böyle bir teorinin politik sonuçları
SQuAD Dataset,Avicenna felsefe üzerine kuramlarını açıklarken neleri dikkate almamıştı?,epistemolojik konular
SQuAD Dataset,Avicenna'nın çalışmalarının yorumları kaç farklı okula ayrıldı?,üç
SQuAD Dataset,Avicenna'nın çalışmalarının sadece bir kısmını kendi büyük ruhsal anlayışlarını desteklemek için kim kullandı?,Gazali
SQuAD Dataset,Avicenna'nın çalışmalarını kim gelecekteki siyasi olayları anlamaya yardım etmek için kullandı?,al-Tusi
SQuAD Dataset,Avicenna bir zamanlar nerede hapsedildi?,Fardajan kalesi
SQuAD Dataset,Avicenna hapsedilirken ne yazdı?,"""Yüzen Adam"""
SQuAD Dataset,Avicenna'ya göre ruh neydi?,bir madde
SQuAD Dataset,"Avicenna'nın ""Yüzen Adam"" adlı çalışmasına göre ruh nasıl algılanıyor?",entelektüel
SQuAD Dataset,Evrensel ajan nedir?,Akıl
SQuAD Dataset,"Avicenna'nın ""Yüzen Adam"" adlı çalışmasında, bir insanın özü nedir?","""Ben"""
SQuAD Dataset,Vücudun mükemmelliği nedir?,ruh
SQuAD Dataset,Avicenna Şifa Kitabı metninde hangi filozofu tartıştı?,Aristo
SQuAD Dataset,Avicenna'nın Aristoteles'in hangi eseri üzerinde duruluyor?,Posterior Analitik
SQuAD Dataset,Avicenna'nın Şifa Kitabı Arapça'da ne ifade edilir?,Kitab al-shifa
SQuAD Dataset,Avicenna'nın Şifa Kitabı'nda hangi konu görülür?,klasik psikoloji
SQuAD Dataset,Avicenna'nın Şifa Kitabındaki psikoloji bölümleri için Latince nedir?,De Anima
SQuAD Dataset,Avicenna psikolojisini neye dayandırıyor?,fizyoloji
SQuAD Dataset,Avicenna beden ve ruh arasındaki bağlantıyı nasıl açıklıyor?,algı anlayışı
SQuAD Dataset,İnsan bir nesnenin özelliklerini ilk önce nasıl algılar?,dışsal duyular
SQuAD Dataset,Beden ve ruhun etkileşimi nerede gerçekleşir?,fiziksel beden
SQuAD Dataset,Avicenna hangi konuyu astrolojiden ayrı bir disiplin olarak görüyordu?,matematiksel astronomi
SQuAD Dataset,Hangi filozof yıldızların ışığını güneşten aldığını düşündü?,Aristo
SQuAD Dataset,Aristoteles hangi gezegende güneşin üzerinde bir nokta olduğunu düşünüyordu?,Venüs
SQuAD Dataset,Avicenna Venüs'ün güneşle ilgili nerede olduğunu düşünüyordu?,Güneş'in altında
SQuAD Dataset,İbn Sina'nın en büyük düşünürlerden biri olduğunu kim söyledi?,George Sarton
SQuAD Dataset,George Sarton ne yazdı?,Bilim Tarihi
SQuAD Dataset,Avicenna hangi modern ülkede bir simge olarak kabul edilir?,İran
SQuAD Dataset,1980'de hangi süper güç Avicenna onuruna bir damga yarattı?,Sovyetler Birliği
SQuAD Dataset,Avicenna'nın doğum yeri neydi?,Buhara
SQuAD Dataset,Onuruna verilen bir sağlık personeli eğitim koleji doğum yerinden kaç kilometre uzakta?,16
SQuAD Dataset,1980'de Avicenna'nın doğumundan bu yana kaç yıl geçti?,bin
SQuAD Dataset,Avicenna'nın kendisinden sonra tıbbi dizinleri olacağı ne zaman açıklandı?,Mart 2008
SQuAD Dataset,Avicenna Dizinleri ne içerir?,"doktorların, halk sağlığı pratisyenlerinin, eczacıların ve diğerlerinin eğitim gördüğü"
SQuAD Dataset,Avicenna'nın adı ne için gereklidir?,dünya çapında ortaklık
SQuAD Dataset,Avicenna'nın hangi iki konusu kapsamlı bir şekilde yeniden basıldı?,Mantık ve Metafizik
SQuAD Dataset,Çince yazarken logogramlar nelerdir?,Çince karakterler
SQuAD Dataset,Başka bir dilde yazmak için ne uyarlanmıştır?,Çince karakterler
SQuAD Dataset,On binlercede kaç sayı var?,Çince karakterler
SQuAD Dataset,Eski Çincede en çok kelime nedir?,tek heceli
SQuAD Dataset,Neredeyse her zaman tek bir heceye karşılık gelir?,karakter
SQuAD Dataset,İki karakterle ne yazılır?,bisillabik morfemler
SQuAD Dataset,Çeşitli stratejiler kullanarak dil kelimelerini temsil eden nedir?,Çince karakterler
SQuAD Dataset,Bazı kelimeler ne ile ifade edilir?,bileşik ideogramlar
SQuAD Dataset,En çok sayıda karakter nelerdir?,Anlamsal-fonetik bileşikler
SQuAD Dataset,Fonetik gösterge hangi tarafta bulunur?,sağ taraf
SQuAD Dataset,Tarihsel fonetik değişim süreci nedir?,fonetik gösterge
SQuAD Dataset,Bugün hangi süreç keyfi görünebilir?,fonetik değişim
SQuAD Dataset,Ayrıca meyve nedir?,pipa
SQuAD Dataset,Yellow River vadisinde işaret kullanım tarihini gösteren nedir?,Çince karakterler
SQuAD Dataset,Neolitik dönemde Shang dönemine kadar ünlü vadi neydi?,Sarı
SQuAD Dataset,Semboller nerede oyulmuştu?,kemik ve kaplumbağa kabuğu parçaları
SQuAD Dataset,Kehanet kemiği senaryosu neyle birlikte var oldu?,bambu kitaplar
SQuAD Dataset,Tipik bronz yazıtlarda neler korunmuştur?,bambu kitaplar
SQuAD Dataset,Kuş ve böcek senaryoları ne tür formlar olarak kabul edilir?,dekoratif
SQuAD Dataset,Guwen nedir?,eski formlar
SQuAD Dataset,"Hangi senaryo, Qin hanedanının sadece bir senaryoya sahip olduğuna dair geleneksel inanca aykırıdır?",büro
SQuAD Dataset,Zaman içinde daha baskın senaryolardan biri neydi?,bāfēn
SQuAD Dataset,Erken yarı-el yazısı senaryo örnekleri kimler gösterdi?,Qiu
SQuAD Dataset,Wang Zishi'nin oğlu kimdi?,Wang Xianzhi
SQuAD Dataset,Kuzey ve Güney nasıldı?,hanedan
SQuAD Dataset,Hangi senaryo artık evrim aşamasını görmedi?,ana akım
SQuAD Dataset,Kullanıcıların girişleri çeşitli şekillerde bulmalarına genellikle ne izin verir?,Çince karakter sözlükleri
SQuAD Dataset,Radikal sırayla Çince karakterleri listeleyen nedir?,Korece sözlükler
SQuAD Dataset,Radikaller tarafından gruplandırılan nedir?,karakterler
SQuAD Dataset,Kağıda yazı yazarak kolayca ne yapılabilir?,karakterler
SQuAD Dataset,20. yüzyılda bunların en önemli kaynağı neydi?,semboller
SQuAD Dataset,Bir bilgisayarda neyi temsil etmek zor olabilir?,karakterler
SQuAD Dataset,Ne zaman istenebilir?,Yeni karakterler
SQuAD Dataset,Ne kabul edilmeyebilir?,yeni kelimeler
SQuAD Dataset,Japon sikkeleri olarak da bilinir?,kokuji
SQuAD Dataset,Hangi alanda geleneksel Çince karakterler kullanılıyor?,Tayvan
SQuAD Dataset,Hangi ülke basitleştirilmiş Çince karakterler kullanıyor?,Çin
SQuAD Dataset,Çin halkında kullanılan ulusal kodlama standardının erken versiyonu nedir?,GB2312
SQuAD Dataset,Modern kullanımda neler yazılır?,yeni karakterler
SQuAD Dataset,Radikalleri değiştirmenin bir sonucu nedir?,fosilleşme
SQuAD Dataset,"""Tahıl radikalini"" ""ağız radikali"" ile birleştiren nedir?","""uyum, barış"""
SQuAD Dataset,Çinli aileye karakterler dahil değildir?,Zhonghua Zihai
SQuAD Dataset,Benzer vuruşlarla 5.000'in üzerinde karakter yaratan nedir?,Tangut komut dosyası
SQuAD Dataset,Her zaman ne gelişir?,Çince karakterler
SQuAD Dataset,Modern sözlüklerdeki en karmaşık karakterler nelerdir?,yù
SQuAD Dataset,Ne daha nadir hale geldi?,karmaşık karakterler
SQuAD Dataset,Tayvanlı bir politikacı kim?,Yu Shyi-kun
SQuAD Dataset,Genellikle bopomofo fonetik sembolleri ne ekler?,film afişleri
SQuAD Dataset,Kanji yerine katakana'da belirli isimler neler olabilir?,Japon gazeteleri
SQuAD Dataset,Dini ya da ritüel kullanımında sürekli olarak neler bulunur?,Çince karakterler
SQuAD Dataset,Polisillabic karakterlerin kullanımını sınırlamak ne ister?,TBM
SQuAD Dataset,Disyllabic nedir ve genellikle iki karakterle yazılır?,SI birimleri
SQuAD Dataset,Daha az sistematik bir örnek nedir?,túshūguǎn
SQuAD Dataset,Son karakteri birincinin radikali ile birleştirerek oluşan tek bir karakterle yaygın olarak ne yazılır?,sosyalizm
SQuAD Dataset,Sık görülen bir örnek nedir?,çifte mutluluk sembolü
SQuAD Dataset,Ligatür olarak ne oluşur?,çifte mutluluk sembolü
SQuAD Dataset,Öncelikle morfosillabik nedir?,Çince karakterler
SQuAD Dataset,Çok kesin kurallarla neler yazılır?,Çince karakterler
SQuAD Dataset,Standart karakter formları nelerdir?,Çince karakterler
SQuAD Dataset,Karakter sadeleştirmesi nedeniyle farklı kontur sıralarıyla da ne yazılır?,karakterler
SQuAD Dataset,Karakteristik bir şekli nedir?,Roma harfleri
SQuAD Dataset,Az ya da çok yer kaplayan nedir?,Çince karakterler
SQuAD Dataset,Bazen tetragraf olarak ne tercüme edilebilir?,Kare Blok Karakterler
SQuAD Dataset,Çince karakterler yazma sanatı nedir?,Çin kaligrafisi
SQuAD Dataset,Çinli Akademisyenlerin Dört Sanatından biri nedir?,Çin kaligrafisi
SQuAD Dataset,Ne gerekli değil?,katı düzenlilik
SQuAD Dataset,Açıkça gerçekleşmekten ziyade önerilen nedir?,temel karakter şekilleri
SQuAD Dataset,Geleneksel Çince karakterlere genellikle daha çok benzeyen nedir?,jōyō kanji
SQuAD Dataset,Tayvan'da yaygın olarak kullanılan nedir?,Genel Standart Çince Karakterler Tablosu
SQuAD Dataset,Ne kısıtlandı?,Ortak kullanımda olan karakter sayısı
SQuAD Dataset,2136 karakteri ne zaman yeniden düzenlendi?,2010
SQuAD Dataset,Hangi script daha az kontur kullanır?,büro yazısı
SQuAD Dataset,İlk karakter sadeleştirmelerini iki belgede kim yayınladı?,Çin Halk Cumhuriyeti
SQuAD Dataset,Neredeyse her zaman karakter basitleştirmeyi içerir?,Caoshu
SQuAD Dataset,Karakter sadeleştirme tartışmaları ne zaman yapıldı?,1930'larda ve 1940'larda
SQuAD Dataset,Büyük değişiklikler nelerdir?,Basitleştirilmiş Çince karakterlere karşı geleneksel Çince karakterlerin kullanımı
SQuAD Dataset,Anakara Çin'de kullanım için ne kabul edildi?,Çince karakterler
SQuAD Dataset,Bu yöntemi kimler izledi?,Arabistan ve İranlı Müslümanlar
SQuAD Dataset,2011'den sonra kim hızlandı?,Kim Jong Un
SQuAD Dataset,Hanja kullanımını denetlemeye kim başladı?,Kim Jong Un
SQuAD Dataset,Hanja'nın adı nedir?,mul-su
SQuAD Dataset,Water'nin Korece telaffuzu nedir?,mul
SQuAD Dataset,Uzmanlara göre hala ne kullanılıyor?,Hanja
SQuAD Dataset,Belirsizlikten kaçınılması gereken durumlarda ne kullanılır?,Hanja
SQuAD Dataset,Yüksek düzeyde belirsizliğe sahip bir yer nedir?,düğün
SQuAD Dataset,Yazılı iletişimin baskın şekli neydi?,Edebi Çince
SQuAD Dataset,Muhafazakâr ve konfüçyüsçü muamele gören nedir?,Çince karakterler
SQuAD Dataset,Doğrudan Çin'den ne geliyor?,bilim ve sosyoloji
SQuAD Dataset,Kompozit sistemi ne kullanır?,Modern Japonca yazı
SQuAD Dataset,"Karakter sadeleştirme, cumhuriyetin hangi yıl içinde kurulmasından önce geldi?",1949
SQuAD Dataset,Resmi karakterlerin ilk turunu kim yayınladı?,Çin Halk Cumhuriyeti
SQuAD Dataset,Bermuda'ya ulaşan bilinen ilk Avrupalı kaşif hangi uyrukluydu?,İspanyol
SQuAD Dataset,Jaun de Bermudez ilk olarak Bermuda'ya hangi yılda ulaştı?,1503
SQuAD Dataset,Hangi spin-off şirketi 1615'te Bermuda'daki operasyonları devraldı?,Somers Isles Şirketi
SQuAD Dataset,Bermuda hangi okyanusta bulunur?,Atlantik Okyanusu
SQuAD Dataset,Bermuda ne denizin batı saçaklarında?,Sargasso Denizi
SQuAD Dataset,Porto Riko'den Bermuda'ya seyahat hangi yönde olur?,kuzeyinde
SQuAD Dataset,Portekiz'den Bermuda'ya seyahat hangi yönde olur?,batı
SQuAD Dataset,Bermuda hangi büyük okyanusta bulunur?,Atlantik Okyanusu
SQuAD Dataset,Bermuda ABD şehirden 898 deniz mili uzaklıktadır?,Miami
